CoC_Number,State,CoC_Name,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Homeless_People_in_Families,Chronically_Homeless,Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_18,Count_Year
CA-519,CA,"Chico, Paradise/Butte County CoC",574,182,107,0,289,285,440,134,251,49,4,2016
CA-519,CA,"Chico, Paradise/Butte County CoC",571,211,75,0,286,285,472,99,257,50,0,2015
CA-519,CA,"Chico, Paradise/Butte County CoC",897,195,162,0,357,540,760,137,268,102,,2012
CA-519,CA,"Chico, Paradise/Butte County CoC",712,179,110,0,289,423,599,113,312,101,,2013
CA-519,CA,"Chico, Paradise/Butte County CoC",1195,285,165,0,450,745,997,198,531,110,8,2017
CA-519,CA,"Chico, Paradise/Butte County CoC",696,171,102,0,273,423,586,110,313,95,,2014
CA-519,CA,"Chico, Paradise/Butte County CoC",1125,274,106,0,380,745,946,179,506,109,12,2018
CA-520,CA,Merced City & County CoC,502,89,75,0,164,338,479,23,315,52,,2012
CA-520,CA,Merced City & County CoC,898,99,56,0,155,743,863,35,221,88,0,2015
CA-520,CA,Merced City & County CoC,454,83,73,0,156,298,447,7,120,17,0,2017
CA-520,CA,Merced City & County CoC,516,80,80,0,160,356,504,12,224,25,3,2016
CA-520,CA,Merced City & County CoC,514,104,98,0,202,312,456,58,148,13,0,2018
CA-520,CA,Merced City & County CoC,768,91,68,0,159,609,735,33,364,84,,2014
CA-520,CA,Merced City & County CoC,372,86,31,0,117,255,345,27,181,26,,2013
CA-521,CA,"Davis, Woodland/Yolo County CoC",498,163,142,0,305,193,362,136,87,44,3,2015
CA-521,CA,"Davis, Woodland/Yolo County CoC",442,111,133,0,244,198,317,125,131,31,,2014
CA-521,CA,"Davis, Woodland/Yolo County CoC",474,107,169,0,276,198,345,129,134,44,,2013
CA-521,CA,"Davis, Woodland/Yolo County CoC",513,104,146,0,250,263,383,130,198,45,,2012
CA-521,CA,"Davis, Woodland/Yolo County CoC",459,204,46,0,250,209,318,141,174,28,0,2017
CA-521,CA,"Davis, Woodland/Yolo County CoC",448,179,60,0,239,209,316,132,157,22,0,2018
CA-521,CA,"Davis, Woodland/Yolo County CoC",532,189,150,0,339,193,322,210,89,29,4,2016
CA-522,CA,Humboldt County CoC,1180,83,161,0,244,936,1022,158,392,145,29,2015
CA-522,CA,Humboldt County CoC,932,94,154,0,248,684,593,339,260,123,,2014
CA-522,CA,Humboldt County CoC,703,188,81,0,269,434,605,98,363,106,13,2018
CA-522,CA,Humboldt County CoC,846,260,132,0,392,454,633,213,256,141,,2012
CA-522,CA,Humboldt County CoC,864,55,125,0,180,684,600,264,276,129,,2013
CA-522,CA,Humboldt County CoC,759,244,81,0,325,434,667,92,310,91,23,2017
CA-522,CA,Humboldt County CoC,1134,118,80,0,198,936,989,145,377,131,22,2016
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",268,66,29,0,95,173,162,106,94,18,3,2018
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",303,80,84,0,164,139,185,118,109,32,,2012
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",696,183,89,0,272,424,487,209,303,67,,2013
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",176,13,30,0,43,133,118,58,34,12,0,2017
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",567,59,84,0,143,424,410,157,265,49,,2014
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",115,6,29,0,35,80,71,44,33,7,0,2016
CA-523,CA,"Colusa, Glenn, Trinity Counties CoC",136,29,27,0,56,80,80,56,35,10,0,2015
CA-524,CA,Yuba City & County/Sutter County CoC,760,287,0,0,287,473,557,203,150,47,1,2017
CA-524,CA,Yuba City & County/Sutter County CoC,492,133,139,0,272,220,311,181,0,23,,2012
CA-524,CA,Yuba City & County/Sutter County CoC,716,175,30,0,205,511,420,296,198,113,22,2015
CA-524,CA,Yuba City & County/Sutter County CoC,726,347,0,0,347,379,348,378,53,75,,2014
CA-524,CA,Yuba City & County/Sutter County CoC,702,106,85,0,191,511,387,315,233,21,23,2016
CA-524,CA,Yuba City & County/Sutter County CoC,765,292,0,0,292,473,457,308,172,28,1,2018
CA-524,CA,Yuba City & County/Sutter County CoC,1485,344,762,0,1106,379,750,735,104,32,,2013
CA-525,CA,El Dorado County CoC,602,59,47,0,106,496,446,156,241,97,3,2017
CA-525,CA,El Dorado County CoC,217,110,70,0,180,37,155,62,55,10,,2012
CA-525,CA,El Dorado County CoC,195,66,80,0,146,49,181,14,73,3,,2014
CA-525,CA,El Dorado County CoC,645,111,38,0,149,496,477,168,211,82,12,2018
CA-525,CA,El Dorado County CoC,180,27,104,0,131,49,141,39,55,6,,2013
CA-525,CA,El Dorado County CoC,269,72,49,0,121,148,192,77,139,17,6,2016
CA-525,CA,El Dorado County CoC,269,46,75,0,121,148,157,112,104,20,6,2015
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",367,84,19,0,103,264,259,108,71,20,0,2017
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",398,103,31,0,134,264,265,133,72,19,0,2018
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",632,92,59,0,151,481,509,123,129,35,0,2016
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",382,61,81,0,142,240,269,113,114,46,,2014
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",430,76,52,0,128,302,337,93,101,47,0,2015
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",376,99,37,0,136,240,257,119,130,37,,2013
CA-526,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",379,45,65,0,110,269,204,175,86,24,,2012
CA-527,CA,Tehama County CoC,125,55,14,0,69,56,107,18,55,9,0,2018
CA-527,CA,Tehama County CoC,133,63,10,0,73,60,103,30,31,16,0,2016
CA-527,CA,Tehama County CoC,138,37,41,0,78,60,115,23,34,15,0,2015
CA-527,CA,Tehama County CoC,124,52,16,0,68,56,103,21,61,9,0,2017
CA-528,CA,Del Norte County CoC,437,16,0,0,16,421,305,132,384,10,,2012
CA-529,CA,Lake County CoC,332,32,12,0,44,288,210,122,24,21,1,2016
CA-529,CA,Lake County CoC,401,17,11,0,28,373,294,107,178,23,0,2017
CA-529,CA,Lake County CoC,615,12,12,0,24,591,547,68,82,12,6,2018
CA-529,CA,Lake County CoC,315,15,12,0,27,288,211,104,0,21,1,2015
CA-530,CA,"Alpine, Inyo, Mono Counties CoC",157,1,0,0,1,156,145,12,65,6,0,2018
CA-530,CA,"Alpine, Inyo, Mono Counties CoC",53,7,1,0,8,45,46,7,19,8,0,2015
CA-530,CA,"Alpine, Inyo, Mono Counties CoC",121,5,0,0,5,116,102,19,31,13,0,2017
CA-530,CA,"Alpine, Inyo, Mono Counties CoC",130,0,11,0,11,119,110,20,33,8,0,2016
CA-600,CA,Los Angeles City & County CoC,43854,6010,5048,15,11073,32781,37726,6128,13468,2728,125,2016
CA-600,CA,Los Angeles City & County CoC,35524,6468,6445,21,12934,22590,28846,6678,8702,4007,,2013
CA-600,CA,Los Angeles City & County CoC,31553,7173,6618,22,13813,17740,24609,6944,7930,4521,,2012
CA-600,CA,Los Angeles City & County CoC,41174,6880,5322,24,12226,28948,33669,7505,14173,4016,280,2015
CA-600,CA,Los Angeles City & County CoC,49955,8819,3522,44,12385,37570,42079,7876,13275,3538,63,2018
CA-600,CA,Los Angeles City & County CoC,52442,8832,5122,18,13972,38470,44586,7856,16249,4440,94,2017
CA-600,CA,Los Angeles City & County CoC,34393,6214,5568,21,11803,22590,28164,6229,8882,3739,,2014
CA-601,CA,San Diego City and County CoC,8669,1250,2427,52,3729,4940,6955,1714,1417,1156,145,2016
CA-601,CA,San Diego City and County CoC,9160,1572,1925,42,3539,5621,7571,1589,2176,1067,68,2017
CA-601,CA,San Diego City and County CoC,8506,1179,3291,51,4521,3985,6499,2007,1245,1307,,2014
CA-601,CA,San Diego City and County CoC,8576,1948,1574,64,3586,4990,7063,1513,2171,1312,105,2018
CA-601,CA,San Diego City and County CoC,10013,1040,3279,52,4371,5642,7755,2258,2691,1753,,2012
CA-601,CA,San Diego City and County CoC,8879,947,3311,47,4305,4574,7013,1866,2531,1486,,2013
CA-601,CA,San Diego City and County CoC,8742,1493,3041,52,4586,4156,6761,1981,1689,1381,59,2015
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",3833,851,1304,0,2155,1678,2561,1272,814,398,,2014
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",4792,1248,960,0,2208,2584,3527,1265,893,405,4,2017
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",4319,943,1175,0,2118,2201,3028,1291,716,455,14,2016
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",7010,1154,1584,0,2738,4272,5257,1753,1690,869,,2012
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",4251,1145,1428,0,2573,1678,2712,1539,829,446,,2013
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",4452,925,1326,0,2251,2201,3073,1379,580,447,15,2015
CA-602,CA,"Santa Ana, Anaheim/Orange County CoC",4955,1435,936,0,2371,2584,3780,1175,1066,419,9,2018
CA-603,CA,Santa Maria/Santa Barbara County CoC,1729,600,239,0,839,890,1393,336,374,128,5,2015
CA-603,CA,Santa Maria/Santa Barbara County CoC,1860,760,207,0,967,893,1422,438,226,100,36,2017
CA-603,CA,Santa Maria/Santa Barbara County CoC,1706,618,195,0,813,893,1335,371,307,104,34,2018
CA-603,CA,Santa Maria/Santa Barbara County CoC,1832,576,278,0,854,978,1443,389,618,134,,2014
CA-603,CA,Santa Maria/Santa Barbara County CoC,1882,471,433,0,904,978,1464,418,913,124,,2013
CA-603,CA,Santa Maria/Santa Barbara County CoC,1813,666,257,0,923,890,1385,428,453,122,9,2016
CA-603,CA,Santa Maria/Santa Barbara County CoC,1546,499,179,0,678,868,1318,228,650,173,,2012
CA-604,CA,Bakersfield/Kern County CoC,954,361,184,0,545,409,733,221,167,92,0,2015
CA-604,CA,Bakersfield/Kern County CoC,810,368,173,0,541,269,623,187,289,90,0,2017
CA-604,CA,Bakersfield/Kern County CoC,992,382,195,0,577,415,725,267,178,87,,2014
CA-604,CA,Bakersfield/Kern County CoC,885,394,121,0,515,370,715,170,133,80,0,2018
CA-604,CA,Bakersfield/Kern County CoC,1067,385,176,0,561,506,875,192,272,99,0,2016
CA-604,CA,Bakersfield/Kern County CoC,1352,368,151,0,519,833,1146,206,445,172,,2012
CA-604,CA,Bakersfield/Kern County CoC,1152,378,169,0,547,605,924,228,286,135,,2013
CA-606,CA,Long Beach CoC,2738,396,445,18,859,1879,2260,478,1070,439,,2014
CA-606,CA,Long Beach CoC,2345,391,416,25,832,1513,1937,408,953,308,1,2015
CA-606,CA,Long Beach CoC,3170,420,528,19,967,2203,2609,561,1123,629,,2012
CA-606,CA,Long Beach CoC,1863,354,301,0,655,1208,1646,217,694,318,0,2017
CA-606,CA,Long Beach CoC,2847,389,555,24,968,1879,2322,525,1112,527,,2013
CA-606,CA,Long Beach CoC,2250,405,332,0,737,1513,1908,342,838,289,1,2016
CA-606,CA,Long Beach CoC,1873,387,278,0,665,1208,1678,195,587,305,0,2018
CA-607,CA,Pasadena CoC,632,83,107,0,190,442,517,115,198,36,4,2015
CA-607,CA,Pasadena CoC,575,173,55,0,228,347,465,110,202,30,5,2017
CA-607,CA,Pasadena CoC,530,100,78,0,178,352,453,77,201,44,1,2016
CA-607,CA,Pasadena CoC,666,138,127,0,265,401,512,154,221,41,,2014
CA-607,CA,Pasadena CoC,772,267,112,0,379,393,503,269,217,61,,2013
CA-607,CA,Pasadena CoC,677,177,38,0,215,462,573,104,164,31,0,2018
CA-607,CA,Pasadena CoC,904,354,113,0,467,437,779,125,260,52,,2012
CA-608,CA,Riverside City & County CoC,2978,550,540,0,1090,1888,2374,604,1117,285,,2013
CA-608,CA,Riverside City & County CoC,6096,479,527,0,1006,5090,5605,491,2643,912,,2012
CA-608,CA,Riverside City & County CoC,2165,557,257,0,814,1351,1900,265,378,211,17,2016
CA-608,CA,Riverside City & County CoC,2372,609,275,0,884,1488,2066,306,532,223,15,2015
CA-608,CA,Riverside City & County CoC,2945,575,482,0,1057,1888,2390,555,1093,296,,2014
CA-608,CA,Riverside City & County CoC,2316,532,99,0,631,1685,2087,229,474,136,12,2018
CA-608,CA,Riverside City & County CoC,2406,587,181,0,768,1638,2172,234,418,148,30,2017
CA-609,CA,San Bernardino City & County CoC,2149,445,393,0,838,1311,1524,625,564,176,22,2015
CA-609,CA,San Bernardino City & County CoC,1887,318,378,0,696,1191,1422,465,405,122,25,2016
CA-609,CA,San Bernardino City & County CoC,2321,518,556,0,1074,1247,1401,920,596,184,,2013
CA-609,CA,San Bernardino City & County CoC,2118,356,295,24,675,1443,1593,525,423,170,7,2018
CA-609,CA,San Bernardino City & County CoC,2315,454,614,0,1068,1247,1531,784,551,167,,2014
CA-609,CA,San Bernardino City & County CoC,1866,378,292,17,687,1179,1432,434,441,161,22,2017
CA-609,CA,San Bernardino City & County CoC,2532,382,458,0,840,1692,1781,751,210,224,,2012
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1417,304,145,11,460,957,1084,333,523,103,39,2015
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1152,283,195,10,488,664,969,183,385,80,2,2017
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1308,289,178,11,478,830,1109,199,280,62,1,2018
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1271,306,178,10,494,777,1011,260,303,78,10,2016
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1428,240,268,10,518,910,1086,342,440,102,,2014
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1926,350,323,10,683,1243,1627,299,496,134,,2012
CA-611,CA,"Oxnard, San Buenaventura/Ventura County CoC",1674,334,256,10,600,1074,1294,380,797,140,,2013
CA-612,CA,Glendale CoC,318,124,87,0,211,107,200,118,108,23,,2013
CA-612,CA,Glendale CoC,240,154,31,0,185,55,176,64,115,10,0,2016
CA-612,CA,Glendale CoC,208,45,41,0,86,122,133,75,69,6,0,2015
CA-612,CA,Glendale CoC,292,107,78,0,185,107,204,88,79,19,,2014
CA-612,CA,Glendale CoC,299,94,85,0,179,120,165,134,116,14,,2012
CA-612,CA,Glendale CoC,260,52,52,0,104,156,168,92,49,12,0,2018
CA-612,CA,Glendale CoC,168,71,40,0,111,57,72,96,67,4,0,2017
CA-613,CA,Imperial County CoC,298,104,60,0,164,134,181,117,127,7,,2014
CA-613,CA,Imperial County CoC,380,79,49,0,128,252,280,100,60,12,0,2016
CA-613,CA,Imperial County CoC,554,150,40,0,190,364,432,122,179,8,0,2015
CA-613,CA,Imperial County CoC,1493,117,43,0,160,1333,1311,182,44,130,12,2018
CA-613,CA,Imperial County CoC,239,93,43,0,136,103,158,81,179,6,,2012
CA-613,CA,Imperial County CoC,252,89,59,0,148,104,161,91,138,7,,2013
CA-613,CA,Imperial County CoC,1154,82,46,0,128,1026,1034,120,105,21,4,2017
CA-614,CA,San Luis Obispo County CoC,2357,169,66,0,235,2122,1919,438,707,260,,2013
CA-614,CA,San Luis Obispo County CoC,1095,248,25,0,273,822,993,102,301,93,29,2018
CA-614,CA,San Luis Obispo County CoC,1368,145,100,0,245,1123,1200,168,418,161,14,2016
CA-614,CA,San Luis Obispo County CoC,1125,260,43,0,303,822,977,148,282,84,23,2017
CA-614,CA,San Luis Obispo County CoC,1515,337,55,0,392,1123,1157,358,415,130,14,2015
CA-614,CA,San Luis Obispo County CoC,2129,156,72,0,228,1901,1752,377,502,225,,2012
CA-614,CA,San Luis Obispo County CoC,2366,172,72,0,244,2122,1912,454,748,253,,2014
CO-500,CO,Colorado Balance of State CoC,3545,937,777,0,1714,1831,1905,1640,744,295,6,2015
CO-500,CO,Colorado Balance of State CoC,3989,932,549,0,1481,2508,2546,1443,797,315,16,2018
CO-500,CO,Colorado Balance of State CoC,2267,729,533,0,1262,1005,1275,992,579,177,,2013
CO-500,CO,Colorado Balance of State CoC,9283,631,384,0,1015,8268,1615,7668,729,572,,2012
CO-500,CO,Colorado Balance of State CoC,4019,972,539,0,1511,2508,2568,1451,807,332,16,2017
CO-500,CO,Colorado Balance of State CoC,3520,958,731,0,1689,1831,2006,1514,703,291,4,2016
CO-500,CO,Colorado Balance of State CoC,2188,674,509,0,1183,1005,1256,932,493,179,,2014
CO-503,CO,Metropolitan Denver CoC,5506,2627,1960,25,4612,894,4031,1475,1083,548,26,2017
CO-503,CO,Metropolitan Denver CoC,5728,2918,1967,46,4931,797,3581,2147,739,722,34,2016
CO-503,CO,Metropolitan Denver CoC,6358,2441,2928,25,5394,964,2677,3681,957,710,,2012
CO-503,CO,Metropolitan Denver CoC,6316,2819,2546,23,5388,928,2609,3707,889,358,,2013
CO-503,CO,Metropolitan Denver CoC,5335,2349,2217,24,4590,745,3039,2296,842,494,75,2015
CO-503,CO,Metropolitan Denver CoC,5317,2574,1413,22,4009,1308,3915,1402,1596,566,5,2018
CO-503,CO,Metropolitan Denver CoC,6621,2885,3042,23,5950,671,3495,3126,801,429,,2014
CO-504,CO,Colorado Springs/El Paso County CoC,1127,430,421,0,851,276,809,318,257,230,,2012
CO-504,CO,Colorado Springs/El Paso County CoC,1171,477,464,0,941,230,780,391,312,150,,2013
CO-504,CO,Colorado Springs/El Paso County CoC,1073,496,334,0,830,243,785,288,291,161,1,2015
CO-504,CO,Colorado Springs/El Paso County CoC,1415,536,422,0,958,457,972,443,374,198,3,2017
CO-504,CO,Colorado Springs/El Paso County CoC,1302,591,400,0,991,311,863,439,387,168,1,2016
CO-504,CO,Colorado Springs/El Paso County CoC,1219,443,507,0,950,269,822,397,327,145,,2014
CO-504,CO,Colorado Springs/El Paso County CoC,1551,652,386,0,1038,513,1146,405,345,192,1,2018
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",1083,519,253,0,772,311,721,362,367,70,,2014
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",1059,498,250,0,748,311,725,334,252,84,,2013
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",913,545,228,0,773,140,547,366,127,61,11,2015
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",902,469,272,0,741,161,587,315,199,80,,2012
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",886,513,217,0,730,156,525,361,98,53,7,2016
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",778,484,212,0,696,82,430,348,52,48,10,2017
CT-503,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",741,492,167,0,659,82,432,309,52,41,5,2018
CT-505,CT,Connecticut Balance of State CoC,3134,1873,775,0,2648,486,2172,962,456,221,0,2015
CT-505,CT,Connecticut Balance of State CoC,3389,1892,889,0,2781,608,2376,1013,794,257,,2013
CT-505,CT,Connecticut Balance of State CoC,3307,1802,971,0,2773,534,2319,988,745,252,,2012
CT-505,CT,Connecticut Balance of State CoC,3367,1962,797,0,2759,608,2348,1019,848,225,,2014
CT-505,CT,Connecticut Balance of State CoC,2610,1765,511,0,2276,334,1778,832,368,143,3,2017
CT-505,CT,Connecticut Balance of State CoC,3016,1857,642,0,2499,517,2045,971,369,163,1,2016
CT-505,CT,Connecticut Balance of State CoC,3235,2387,349,0,2736,499,1848,1387,289,149,2,2018
DC-500,DC,District of Columbia CoC,7748,5754,1598,0,7352,396,3953,3795,2029,406,,2014
DC-500,DC,District of Columbia CoC,6954,3772,2503,0,6275,679,3767,3187,2315,531,,2012
DC-500,DC,District of Columbia CoC,8350,6259,1773,0,8032,318,3683,4667,1597,350,10,2016
DC-500,DC,District of Columbia CoC,6904,5095,1209,0,6304,600,3770,3134,1781,306,9,2018
DC-500,DC,District of Columbia CoC,6865,4010,2343,0,6353,512,3696,3169,2027,499,,2013
DC-500,DC,District of Columbia CoC,7473,5363,1213,0,6576,897,3583,3890,1881,285,5,2017
DC-500,DC,District of Columbia CoC,7298,5085,1669,0,6754,544,3821,3477,1790,408,7,2015
DE-500,DE,Delaware Statewide CoC,1070,621,398,0,1019,51,753,317,74,107,0,2016
DE-500,DE,Delaware Statewide CoC,901,435,429,0,864,37,584,317,91,93,,2014
DE-500,DE,Delaware Statewide CoC,1008,527,449,10,986,22,611,397,100,66,,2012
DE-500,DE,Delaware Statewide CoC,953,529,387,0,916,37,602,351,80,79,3,2015
DE-500,DE,Delaware Statewide CoC,994,564,372,0,936,58,615,379,127,91,2,2017
DE-500,DE,Delaware Statewide CoC,1082,702,282,5,989,93,708,374,189,70,1,2018
DE-500,DE,Delaware Statewide CoC,946,516,410,10,936,10,575,371,71,89,,2013
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1192,488,252,0,740,452,954,238,250,108,16,2018
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1049,335,228,0,563,486,848,201,301,101,,2013
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1447,449,336,0,785,662,1202,245,285,149,14,2017
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1377,463,317,0,780,597,1131,246,270,170,,2014
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1198,417,304,0,721,477,978,220,219,152,15,2015
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",921,369,295,0,664,257,733,188,151,96,,2012
FL-500,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1468,419,385,0,804,664,1219,249,311,161,20,2016
FL-501,FL,Tampa/Hillsborough County CoC,1944,314,532,7,853,1091,1443,501,409,236,,2014
FL-501,FL,Tampa/Hillsborough County CoC,1931,669,497,9,1175,756,1363,568,315,313,0,2015
FL-501,FL,Tampa/Hillsborough County CoC,1795,858,284,13,1155,640,1193,602,262,171,0,2018
FL-501,FL,Tampa/Hillsborough County CoC,1549,668,299,15,982,567,1070,479,235,172,0,2017
FL-501,FL,Tampa/Hillsborough County CoC,1817,631,407,10,1048,769,1284,533,254,181,3,2016
FL-501,FL,Tampa/Hillsborough County CoC,1909,387,559,19,965,944,1326,583,506,170,,2013
FL-501,FL,Tampa/Hillsborough County CoC,7419,377,575,20,972,6447,4515,2904,740,800,,2012
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",3387,1367,810,38,2215,1172,2903,484,633,589,74,2015
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2831,1294,349,36,1679,1152,2466,365,690,329,31,2017
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",3971,1191,722,38,1951,2020,2922,1049,437,468,,2012
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",3913,1033,750,43,1826,2087,3188,725,375,618,,2013
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2612,1299,308,40,1647,965,2253,359,434,281,37,2018
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",3391,1353,819,41,2213,1178,2865,526,489,550,,2014
FL-502,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2777,1118,481,39,1638,1139,2383,394,607,380,34,2016
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",464,138,89,0,227,237,348,116,100,44,0,2015
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",635,201,174,0,375,260,417,218,88,42,3,2016
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",552,194,224,0,418,134,354,198,84,26,6,2018
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",536,138,110,0,248,288,451,85,114,40,,2014
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",520,118,207,0,325,195,405,115,172,45,,2013
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",512,145,218,0,363,149,342,170,77,35,3,2017
FL-503,FL,"Lakeland, Winterhaven/Polk County CoC",881,122,175,0,297,584,750,131,83,57,,2012
FL-504,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",2176,148,545,0,693,1483,1779,397,259,380,,2013
FL-504,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1633,102,506,0,608,1025,1171,462,198,135,,2014
FL-504,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",683,87,190,0,277,406,484,199,90,44,0,2018
FL-504,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",753,112,193,0,305,448,555,198,88,52,17,2017
FL-504,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",2384,81,422,0,503,1881,2123,261,289,83,,2012
FL-504,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1325,218,332,0,550,775,930,395,301,110,0,2015
